,id,benchmark_dataset_name,origin,source_format,summary_origin,error_origin,error_type,error_categorization,model,nonfactual_spans,nonfactual_spans_category,source,summary
2027,35792564,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,greenock<sep>second in the scottish championship<sep>montrose,"['extrinsic', 'extrinsic', 'extrinsic']","                                               document  \
9694  McManus netted from close range on the quarter...   

                                                summary        id  
9694  Declan McManus scored twice as Greenock Morton...  35792564  ",greenock morton moved up to second in the scottish championship with a comfortable win over montrose.
2028,35792564,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,conor mcmanus scored a hat-trick as alloa came from behind to beat alloa athletic,['extrinsic'],"                                               document  \
9694  McManus netted from close range on the quarter...   

                                                summary        id  
9694  Declan McManus scored twice as Greenock Morton...  35792564  ",conor mcmanus scored a hat-trick as alloa came from behind to beat alloa athletic.
2029,35792564,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,greenock morton extended their lead at the top of the scottish league two table with victory over greenock morton,['extrinsic'],"                                               document  \
9694  McManus netted from close range on the quarter...   

                                                summary        id  
9694  Declan McManus scored twice as Greenock Morton...  35792564  ",greenock morton extended their lead at the top of the scottish league two table with victory over greenock morton.
2030,18644660,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,"by the brain, according to a",['extrinsic'],"                                               document  \
2106  He was seriously injured in a bomb attack in A...   

                                                summary        id  
2106  Injured paratrooper Ben Parkinson, who carried...  18644660  ","ben parkinson\'s disease is ``absolutely bouncing and buoyed\'\'and ``bouncing\'\'and ``bouncing and buoyed\'\'by the brain, according to a charity."
2031,18644660,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,paratrooper<sep>hero ben,"['extrinsic', 'extrinsic']","                                               document  \
2106  He was seriously injured in a bomb attack in A...   

                                                summary        id  
2106  Injured paratrooper Ben Parkinson, who carried...  18644660  ","injured paratrooper ben parkinson, who carried the olympic flame, has been swamped with friend requests on social media and seen a huge increase in post addressed to ``hero ben\'\'."
2032,18644660,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,is de,['extrinsic'],"                                               document  \
2106  He was seriously injured in a bomb attack in A...   

                                                summary        id  
2106  Injured paratrooper Ben Parkinson, who carried...  18644660  ",ben parkinson\'s mother has said he was ``overwhelmed\'\'by the response to his death in afghanistan.
2033,18644660,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,BERTS2S,,[],"                                               document  \
2106  He was seriously injured in a bomb attack in A...   

                                                summary        id  
2106  Injured paratrooper Ben Parkinson, who carried...  18644660  ","ben parkinson\'s family say they have been "" overwhelmed "" by the number of people who have received a facebook list for his support following the olympic torch"
2034,18644660,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TranS2S,"london last july, have released a series of requests for information",['intrinsic'],"                                               document  \
2106  He was seriously injured in a bomb attack in A...   

                                                summary        id  
2106  Injured paratrooper Ben Parkinson, who carried...  18644660  ","the family of ben parkinson, who was injured in a bomb attack in london last july, have released a series of requests for information."
2035,33584822,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,PtGen,nick,['extrinsic'],"                                               document  \
1370  Earlier this week, he refused to answer the qu...   

                                                summary        id  
1370  New Liberal Democrat leader Tim Farron says he...  33584822  ",liberal democrat leader nick farron has accused the liberal democrats of ``let me me be a liberal party\'\'.
2036,33584822,XSUMFaith,XSUM,document,Reference,natural,spans,fine_grained,Gold,tim<sep>s over his christian faith and politi,"['extrinsic', 'extrinsic']","                                               document  \
1370  Earlier this week, he refused to answer the qu...   

                                                summary        id  
1370  New Liberal Democrat leader Tim Farron says he...  33584822  ",new liberal democrat leader tim farron says he ``absolutely supports equality\'\'amid questions over his christian faith and politics.
2037,33584822,XSUMFaith,XSUM,document,XFORMER,natural,spans,fine_grained,TConvS2S,tim,['extrinsic'],"                                               document  \
1370  Earlier this week, he refused to answer the qu...   

                                                summary        id  
1370  New Liberal Democrat leader Tim Farron says he...  33584822  ",lib dem leader tim farron has told the bbc he is ``not entitled\'\'to vote against a gay marriage bill.
